term,papers,category,secondary,model,prompt_sha,created_at
political economy socio-technical regime analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.799926+00:00
innovation business model redesign,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800035+00:00
compressive strength durability pozzolanic activity,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800040+00:00
hydrogel composite membrane,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800050+00:00
bio leather manufacturing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800054+00:00
hydrothermal acid alkaline bleaching milling,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800074+00:00
stratified random sampling surveys,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800078+00:00
microwave-assisted green synthesis,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800090+00:00
hybrid approach,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800105+00:00
bim model view definition,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800129+00:00
passive flow control devices,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800140+00:00
supply chain decision-making,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800184+00:00
bioprocessing microbial degradation enzymatic breakdown,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800193+00:00
advanced compression technology,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800200+00:00
cascade processes,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800205+00:00
recycling design for forging near net shape forging,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800208+00:00
x-ray thermogravimetry differential thermal analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800211+00:00
legal regime development,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800224+00:00
incipient wetness impregnation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800227+00:00
leaching thermal activation acid treatment,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800246+00:00
technical review,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800255+00:00
category theory,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800259+00:00
digestibility test,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800267+00:00
spraying,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800271+00:00
daisy model simulation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800274+00:00
digital tools algorithmic generation,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800285+00:00
bibliometrics database integration,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800307+00:00
dual-hydrothermal synthesis,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800327+00:00
ozone-based oxidation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800331+00:00
waste-to-energy anaerobic digestion,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800334+00:00
synthetic microbial communities,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800337+00:00
pilot paper machine,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800340+00:00
biocatalytic electrocatalytic uncertainty analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800344+00:00
deep processing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800355+00:00
biomining bioremediation waste-to-energy,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800359+00:00
social economy values,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800363+00:00
innovation clusters,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800366+00:00
pyrometallurgy hydrometallurgy direct regeneration,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800370+00:00
experimental and computational simulations,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800373+00:00
health impact assessments cost-benefit analyses circular economy research,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:29.800377+00:00
re-use,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.300978+00:00
literature review observation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301022+00:00
carbon offset programs,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301027+00:00
pour plate technique rt-qpcr hplc,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301031+00:00
1h nmr spectra,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301035+00:00
microwave-assisted oxidation hydrothermal treatment solid-phase extraction,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301038+00:00
extrusion and drying,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301042+00:00
water quality analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301045+00:00
circular readiness assessment framework,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301049+00:00
scientific intelligence surveillance technology scientometric analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301052+00:00
bayesian network weap,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301057+00:00
data analysis simulation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301064+00:00
sofc-gas turbine hybrid,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301071+00:00
re-engineering and re-conditioning,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301076+00:00
ultrasound-assisted fermentation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301082+00:00
ca-amendment,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301086+00:00
descriptive study design,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301091+00:00
leaching and adsorption,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301094+00:00
composite films and coatings,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301103+00:00
ecodesign recycling remanufacturing,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301107+00:00
infield drilling,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301110+00:00
chemo-analytical approach,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301117+00:00
electrochemical system,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301123+00:00
tobit model kendalls coefficient,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301132+00:00
life cycle assessment modular design,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301135+00:00
fieldwork visual exposure,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301140+00:00
flare minimization,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301146+00:00
electrochemical deionization,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301150+00:00
systematic grinding strategies,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301154+00:00
reed bed treatment,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301158+00:00
direct chemical lithiation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301162+00:00
agile development,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301165+00:00
data-guided approach,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301174+00:00
waste management seminar,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301177+00:00
extreme bounds analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301182+00:00
fractional composition,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301187+00:00
structural-functional model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301191+00:00
electrochemical catalysis,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301197+00:00
jayaraman site model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301200+00:00
meio formalisation lca lcc,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:32.301205+00:00
cold forging,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926158+00:00
structuration theory,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926202+00:00
physical sorting remelting material compounding,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926207+00:00
network behavior,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926211+00:00
supercritical water oxidation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926215+00:00
land reuse,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926226+00:00
integrated waste processing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926234+00:00
flow management,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926238+00:00
calcination and thermal degradation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926247+00:00
literature studies in-depth interviews,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926253+00:00
recycling rehabilitation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926262+00:00
supramolecular engineering,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926265+00:00
fsqca method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926276+00:00
aggregate investigations,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926283+00:00
drawing questionnaire,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926287+00:00
circular economy industry cluster,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926306+00:00
r-swara method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926310+00:00
wikinomic approach,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926318+00:00
reverse logistics economic order quantity,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926325+00:00
green product design,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926340+00:00
earthen kiln-burned,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926345+00:00
connotation explanation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926348+00:00
neural network modelling,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926353+00:00
system-level solutions,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926357+00:00
monetary damage assessment,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926360+00:00
macroeconomic model simulation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926369+00:00
design management,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926372+00:00
cost estimation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926377+00:00
mechano-electrical transducers,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926385+00:00
external audit,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926388+00:00
plasticization,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926394+00:00
wet lime gypsum fgd,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926397+00:00
language analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926400+00:00
technologically innovative solutions,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926411+00:00
physical testing numerical simulation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926414+00:00
legal design,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926419+00:00
comprehensive management,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926423+00:00
printing and handwriting,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926428+00:00
content comparative analyses,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926431+00:00
photoelectrochemical,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:34.926437+00:00
tensile testing sem analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.579979+00:00
re-processing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580120+00:00
support system construction,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580163+00:00
pedagogical interpretation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580172+00:00
visible light photocatalysis,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580176+00:00
kano model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580195+00:00
synthetic mesoporous silica,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580199+00:00
technological and organizational solutions,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580250+00:00
industrial ecosystem analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580255+00:00
analog forestry system,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580267+00:00
one-step lithiation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580288+00:00
catalytic asymmetric cross-coupling,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580292+00:00
quantitative structure-toxicity relationships,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580295+00:00
iot integrated logistics,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580299+00:00
descriptive analysis pearson correlation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580302+00:00
index and matrix methods,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580305+00:00
industrial cluster,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580325+00:00
scenario design simulation model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580329+00:00
incident inventory analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580333+00:00
hydrogen effect technique,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580336+00:00
variability analysis correlation analysis regression models,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580348+00:00
field research in-depth interviews,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580352+00:00
gamma-gamma coincidences,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580390+00:00
lipase-catalyzed reactions,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580403+00:00
oxidative liquefaction,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580407+00:00
ethanolic-water extraction,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580415+00:00
design and reappraisal,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580419+00:00
fuzzy analytic hierarchy process interpretive structural modelling micmac,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580426+00:00
kinetic flooring,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580430+00:00
hydrogen enrichment,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580441+00:00
genome mining and activity screening,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580469+00:00
zero-waste plant dyeing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580474+00:00
one-pot multicomponent reaction,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580491+00:00
aerobic polishing unit,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580495+00:00
ahp and dematel,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580504+00:00
gold recycling technologies,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580508+00:00
systems analysis formalization abstract and logical analysis linear trend method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580511+00:00
ai vision system integration,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580532+00:00
content analysis correlation analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580544+00:00
delphi bwm topsis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:37.580548+00:00
inductive reasoning,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875121+00:00
activity-based costing theory of constraints,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875259+00:00
mixing and granulation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875264+00:00
learning by making,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875273+00:00
agent-based banking model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875277+00:00
extrusion foaming,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875295+00:00
patented technology,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875330+00:00
cartographic analysis socioeconomic correlation media sentiment analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875334+00:00
alternative didactic approach,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875342+00:00
synergetic approach,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875358+00:00
polymerization-induced chiral self-assembly,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875389+00:00
printing and scribing methods,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875398+00:00
kiln casting,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875431+00:00
digitalization multi-level theoretical approach,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875435+00:00
chemical devulcanization,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875470+00:00
detailed examination,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875487+00:00
composite central design,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875491+00:00
holistic vision,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875494+00:00
slag stabilization technology,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875498+00:00
fermentation charring activation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875501+00:00
zig-zag air separator,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875512+00:00
seismic wave velocity measurements,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875523+00:00
virtual quality gates,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875532+00:00
structural comparison and mutation energy analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875550+00:00
text similarity network analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875554+00:00
melt polycondensation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875557+00:00
rational management,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875560+00:00
mechanical processing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875568+00:00
thermocatalytic processes,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875580+00:00
value comparison,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875588+00:00
smart waste segregation,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875592+00:00
enlandfill 2019 software,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875595+00:00
linear mixed regression,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875599+00:00
drying and briquetting,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875610+00:00
high-pressure die casting,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875614+00:00
internal sizing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875617+00:00
system gmm estimators,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875628+00:00
cretib methodology,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875632+00:00
lean six sigma industry 40 circular economy,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875656+00:00
critical approaches,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:41.875684+00:00
